timestamp,ip_address,prediction
2025-06-27T00:02:05.232884,192.168.1.123,['DoS']
2025-06-27T00:06:45.495753,192.168.1.123,['DoS']
2025-06-27T00:12:21.393247,192.168.1.123,['DoS']
2025-06-27T00:17:37.372748,192.168.1.123,['DoS']
2025-06-27T00:22:31.749310,192.168.1.123,['DoS']
2025-06-27T00:26:42.755876,192.168.1.123,['DoS']
2025-06-27T00:27:30.114256,192.168.1.123,['DoS']
2025-06-27T00:31:27.328278,192.168.1.123,['DoS']
2025-06-27T00:32:28.609461,192.168.1.123,['DoS']
2025-06-27T00:36:07.988673,192.168.1.123,['DoS']
2025-06-27T00:36:28.428602,192.168.1.123,['DoS']
2025-06-27T00:37:13.686580,192.168.1.123,['DoS']
2025-06-27T00:40:40.878216,192.168.1.123,['DoS']
2025-06-27T00:40:58.042526,192.168.1.123,['DoS']
2025-06-27T00:41:54.150214,192.168.1.123,['DoS']
2025-06-27T00:45:28.126963,192.168.1.123,['DoS']
2025-06-27T00:45:44.988572,192.168.1.123,['DoS']
2025-06-27T00:46:45.875316,192.168.1.123,['DoS']
2025-06-27T00:50:10.136461,192.168.1.123,['DoS']
2025-06-27T00:50:25.376808,192.168.1.123,['DoS']
2025-06-27T00:51:46.469556,192.168.1.123,['DoS']
2025-06-27T00:54:45.410722,192.168.1.123,['DoS']
2025-06-27T00:54:58.955911,192.168.1.123,['DoS']
2025-06-27T00:56:14.387106,192.168.1.123,['DoS']
2025-06-27T00:59:17.831099,192.168.1.123,['DoS']
2025-06-27T00:59:32.261977,192.168.1.123,['DoS']
2025-06-27T01:00:45.053008,192.168.1.123,['DoS']
2025-06-27T01:03:59.950180,192.168.1.123,['DoS']
2025-06-27T01:04:14.386721,192.168.1.123,['DoS']
2025-06-27T01:05:00.969985,192.168.1.123,['DoS']
2025-06-27T01:05:57.061932,192.168.1.123,['DoS']
2025-06-27T01:09:47.238306,192.168.1.123,['DoS']
2025-06-27T01:10:02.688361,192.168.1.123,['DoS']
2025-06-27T01:10:42.214504,192.168.1.123,['DoS']
2025-06-27T01:10:54.502939,192.168.1.123,['DoS']
2025-06-27T01:11:05.963757,192.168.1.123,['DoS']
2025-06-27T01:11:33.889068,192.168.1.123,['DoS']
2025-06-27T01:15:09.702819,192.168.1.123,['DoS']
2025-06-27T01:15:23.664929,192.168.1.123,['DoS']
2025-06-27T01:17:04.541155,192.168.1.123,['DoS']
2025-06-27T01:20:22.809639,192.168.1.123,['DoS']
2025-06-27T01:20:35.658190,192.168.1.123,['DoS']
2025-06-27T01:22:28.123281,192.168.1.123,['DoS']
2025-06-27T01:26:08.641782,192.168.1.123,['DoS']
2025-06-27T01:26:24.328856,192.168.1.123,['DoS']
2025-06-27T01:28:06.720889,192.168.1.123,['DoS']
2025-06-27T01:31:40.444013,192.168.1.123,['DoS']
2025-06-27T01:31:54.998272,192.168.1.123,['DoS']
2025-06-27T01:33:40.311914,192.168.1.123,['DoS']
2025-06-27T01:36:52.089461,192.168.1.123,['DoS']
2025-06-27T01:37:04.499073,192.168.1.123,['DoS']
2025-06-27T01:38:50.983556,192.168.1.123,['DoS']
2025-06-27T01:42:32.392981,192.168.1.123,['DoS']
2025-06-27T01:42:58.321241,192.168.1.123,['DoS']
2025-06-27T01:45:29.174084,192.168.1.123,['DoS']
2025-06-27T01:49:27.533223,192.168.1.123,['DoS']
2025-06-27T01:49:44.016790,192.168.1.123,['DoS']
2025-06-27T01:58:46.561778,192.168.1.123,['DoS']
2025-06-27T02:03:36.379664,192.168.1.123,['DoS']
2025-06-27T02:03:56.996640,192.168.1.123,['DoS']
2025-06-27T02:06:19.000342,192.168.1.123,['DoS']
2025-06-27T02:09:46.662001,192.168.1.123,['DoS']
2025-06-27T02:10:03.991548,192.168.1.123,['DoS']
2025-06-27T02:12:33.782542,192.168.1.123,['DoS']
2025-06-27T02:16:37.916969,192.168.1.123,['DoS']
2025-06-27T02:16:54.387038,192.168.1.123,['DoS']
2025-06-27T02:19:36.403637,192.168.1.123,['DoS']
2025-06-27T02:23:31.010186,192.168.1.123,['DoS']
2025-06-27T02:23:46.061524,192.168.1.123,['DoS']
2025-06-27T02:26:26.943151,192.168.1.123,['DoS']
2025-06-27T02:26:55.828564,192.168.1.123,['DoS']
2025-06-27T04:15:09.643489,172.161.47.103,['DoS']
2025-06-27T04:32:08.381434,192.168.1.123,['DoS']
2025-06-27T04:41:40.158312,172.161.47.103,['DoS']
2025-06-27T05:00:36.879838,192.168.1.123,['DoS']
2025-06-27T05:03:35.767437,192.168.1.123,['DoS']
2025-06-27T17:20:19.672706,192.168.1.32,['DoS']
2025-06-27T17:20:57.539457,192.168.1.32,['DoS']
2025-06-27T17:21:48.854709,192.168.1.32,['DoS']
2025-06-27T17:22:48.873574,192.168.1.32,['DoS']
2025-06-27T17:23:57.224308,192.168.1.32,['DoS']
2025-06-27T17:24:35.023453,192.168.1.32,['DoS']
2025-06-27T17:25:11.404942,192.168.1.32,['DoS']
2025-06-27T17:25:45.649986,192.168.1.32,['DoS']
2025-06-27T17:26:34.993430,192.168.1.32,['DoS']
2025-06-27T17:27:10.741618,192.168.1.32,['DoS']
2025-06-27T17:40:12.870736,192.168.1.32,['DoS']
2025-06-27T17:40:58.835704,192.168.1.32,['DoS']
2025-06-27T17:41:23.398878,192.168.1.32,['DoS']
2025-06-27T17:41:33.202813,192.168.1.32,['DoS']
2025-06-27T17:42:19.827309,192.168.1.32,['DoS']
2025-06-27T17:42:37.533791,192.168.1.32,['DoS']
2025-06-27T17:42:47.021275,192.168.1.32,['DoS']
2025-06-27T17:43:15.976938,192.168.1.32,['DoS']
2025-06-27T17:43:48.010112,192.168.1.32,['DoS']
2025-06-27T17:43:51.467090,192.168.1.32,['DoS']
2025-06-27T17:43:52.366598,192.168.1.32,['DoS']
2025-06-27T17:44:23.307652,192.168.1.32,['DoS']
2025-06-27T21:14:24.432565,192.168.1.32,['DoS']
2025-06-27T21:35:55.633236,172.161.47.103,['DoS']
2025-06-27T22:10:10.392340,172.161.47.103,['DoS']
2025-06-27T22:20:25.269491,192.168.1.32,['DoS']
2025-06-27T23:18:27.267098,172.161.47.103,['DoS']
2025-06-27T23:29:36.263769,192.168.1.32,['DoS']
2025-06-27T23:33:56.053252,52.47.46.243,['DoS']
2025-06-27T23:44:00.948653,172.161.47.103,['DoS']
