--------------------------------------------------------------------------------------------------
Flow #15
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #16
Flow info:,15.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,15.0,15.0,15.020370483398438,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,133152.50793650793,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,250.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #17
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #18
Flow info:,9.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,9.059906005859375,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,220752.84210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #19
Flow info:,20.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,20.0,20.02716064453125,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,99864.38095238095,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,250.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #20
Flow info:,15.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,15.0,15.0,15.020370483398438,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,133152.50793650793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #21
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #22
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #23
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #24
Flow info:,1023245.0,0.0,0.0,0.0,0.0,1023245.0,0.0,1023245.0,1023245.0,1023245.0,1023244.8577880859,0.0,1023245.0,1023245.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9545663824036534,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #25
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #26
Flow info:,7322155.0,0.0,0.0,0.0,0.0,5428.0,74311.6979390759,1306855.0,0.0,7321667.0,10183.125112583972,101643.82323109302,1307470.0,1.0,7321985.0,11640.675685743081,108733.82666086958,1311264.0,0.0,0.0,98.33170700702645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #27
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #28
Flow info:,44.0,0.0,0.0,0.0,0.0,44.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22671.913513513515,75.0,37.5,53.033008588991066,2812.5,0.0,0.0,1.0,1.0,0.0,57.5,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #29
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #30
Flow info:,415496.0,0.0,0.0,0.0,0.0,207748.0,140828.80526472515,307329.0,108167.0,415496.0,207747.9362487793,140828.80526472515,307329.0,108167.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22028833154685,515.0,505.0,8.717797887081348,76.0,0.0,0.0,0.0,0.0,0.0,513.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #31
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #32
Flow info:,3048562.0,0.0,0.0,0.0,0.0,4626.0,68066.80086668143,1011523.0,0.0,3047986.0,8683.720884839355,93188.62230825903,1012162.0,1.0,3043854.0,9914.833870306853,99929.42633575079,1017869.0,0.0,0.0,115.46427274311318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #33
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #34
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #35
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #36
Flow info:,108957.0,56.0,0.0,14.8,23.177575369309018,7264.0,14953.46814758003,54130.0,0.0,108957.0,10895.705223083496,27066.81863980451,86364.0,4.0,91435.0,22858.738899230957,26264.73235160357,58826.0,0.0,0.0,100.95720997201306,56.0,9.75,17.838161340227867,318.2,1.0,1.0,1.0,1.0,0.0,32.0,14.8,65535.0,14600.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #37
Flow info:,6121.0,6.0,6.0,6.0,0.0,6121.0,0.0,6121.0,6121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.3741284618081,6.0,3.0,4.242640687119285,18.0,1.0,0.0,0.0,1.0,0.0,23.0,6.0,255.0,913.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #38
Flow info:,134113.0,6.0,0.0,4.0,3.4641016151377544,12192.0,27782.05991735625,91928.0,0.0,134113.0,16764.134168624878,40887.063167555636,116887.0,2.0,25454.0,12727.022171020508,17998.727362880276,25454.0,0.0,0.0,67.10755167454504,39.0,7.833333333333333,14.72680508049142,216.8787878787879,1.0,1.0,1.0,1.0,0.0,30.833333333333332,4.0,65535.0,14600.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #39
Flow info:,13.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,13.0,13.0,13.113021850585938,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,152520.14545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #40
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #41
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #42
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #43
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #44
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #45
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #46
Flow info:,16.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,16.0,16.0,15.974044799804688,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,125203.10447761194,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,250.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #47
Flow info:,35426.0,0.0,0.0,0.0,0.0,17713.0,25010.277081152606,35398.0,28.0,28.0,28.133392333984375,0.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,56.45548765714593,1.0,0.6666666666666666,0.5773502691896257,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,24.666666666666668,0.0,250.0,16.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #48
Flow info:,29.0,0.0,0.0,0.0,0.0,29.0,0.0,29.0,29.0,29.0,29.087066650390625,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,68759.08196721312,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,250.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #49
Flow info:,4123439.0,0.0,0.0,0.0,0.0,4932.0,78411.36762230171,1717023.0,0.0,4123000.0,9182.628385208232,106922.53947649979,1717631.0,1.0,4119263.0,10671.665631427666,115406.62485347023,1718776.0,0.0,0.0,109.13220541687383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #50
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #51
Flow info:,921997.0,0.0,0.0,0.0,0.0,921997.0,0.0,921997.0,921997.0,921997.0,921996.8318939209,0.0,921997.0,921997.0,0.0,0.0,0.0,0.0,0.0,0.0,2.169204850619386,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #52
Flow info:,15.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,15.0,15.0,15.020370483398438,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,133152.50793650793,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,250.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #53
Flow info:,3141500.0,0.0,0.0,0.0,0.0,4731.0,69921.95824247447,1069182.0,0.0,3141110.0,8949.031857004193,96099.75198735276,1069992.0,1.0,3138227.0,10058.419826703193,102216.8485671023,1072848.0,0.0,0.0,112.04838466574269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #54
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #55
Flow info:,64.0,0.0,0.0,0.0,0.0,32.0,32.705954444453766,55.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,8.821487426757812,0.0,9.0,9.0,0.0,15650.388059701492,6.0,2.0,3.4641016151377544,12.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,17.0,252.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #56
Flow info:,17.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,17.0,17.0,16.927719116210938,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,118149.40845070423,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,250.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #57
Flow info:,47990.0,35.0,35.0,35.0,0.0,7998.0,16484.450838182813,41213.0,0.0,47990.0,23995.041847229004,33934.11361006122,47990.0,0.0,144.0,48.001607259114586,65.09584049848408,123.0,4.0,0.0,62.51291452418213,85.0,33.857142857142854,26.371882573608403,695.4761904761905,0.0,0.0,1.0,1.0,0.0,53.857142857142854,35.0,933.0,253.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #58
Flow info:,42059.0,0.0,0.0,0.0,0.0,21029.0,29710.493627087508,42038.0,21.0,21.0,20.9808349609375,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,47.552310552809395,1.0,0.6666666666666666,0.5773502691896257,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,24.666666666666668,0.0,254.0,501.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #59
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #60
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #61
Flow info:,204915.0,0.0,0.0,0.0,0.0,102458.0,95.42046502866408,102525.0,102390.0,204915.0,102457.52334594727,95.42046502866408,102525.0,102390.0,0.0,0.0,0.0,0.0,0.0,0.0,14.640213339290451,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #62
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #63
Flow info:,28.0,0.0,0.0,0.0,0.0,28.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35848.75213675214,75.0,37.5,53.033008588991066,2812.5,0.0,0.0,1.0,1.0,0.0,57.5,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #64
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #65
Flow info:,19.0,0.0,0.0,0.0,0.0,19.0,0.0,19.0,19.0,19.0,19.073486328125,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,104857.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,250.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #66
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #67
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #68
Flow info:,59338.0,0.0,0.0,0.0,0.0,29669.0,41942.8577641013,59327.0,11.0,11.0,10.967254638671875,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,33.70516148214816,1.0,0.6666666666666666,0.5773502691896257,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,24.666666666666668,0.0,253.0,1046.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #69
Flow info:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #70
Flow info:,23.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,23.0,23.0,22.88818359375,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,87381.33333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,250.0,-1.0,0.0,0.0,0.0,0.0,0.0
--------------------------------------------------------------------------------------------------
Flow #71
